title,number,score,text
태양을 덮다,17573294,6,우물안 개구리 라는 생각밖에 안들음 전력원을 가져와도 플러그가 안 맞아 못 쓴다 이것도 못한다 저것도 못한다 현실에서 더  안좋았을것같아요 그리고 우리나라도 원전상태보면 심각해보여서 현실이 넘 무서움
미드나이트,17573293,10,"처음부터 마지막까지 달리는 영화로 분위기가 무겁다. 공감가지 않는다면 관람객, 제3자가 아닌 피해자 또는 장애인의 입장에서 다시한번 감상하길 바람. 이 영화의 답답함이 이 영화에 좋은 평을 남길 수 있게 하는 요소다. 킬링타임으로 즐기기에도, 짓눌리는 답답함을 온 몸으로 느끼기에도 만족스럽다. 다만 후자를 느끼는 건 스크린에서만 가능할듯. 형 평론가 아니다."
인 더 하이츠,17573292,10,노래들이 다 좋아요~ 신선했고 스토리도 너무 재밌었어요~
인 더 하이츠,17573291,10,뮤지컬영화는 언제나 재밌는듯
아이윌 송,17573290,10,잔잔하게 삶을 한번쯤 돌아보게 하는 스토리와 영상미가 너무 좋았어요! 추천!
남한산성,17573289,10,정말 연기에 빠져서 숨도 못쉬고 봤다.
콰이어트 플레이스 2,17573287,8,아들이 불쌍해 ㅜㅜ 그래도 기특
인 더 하이츠,17573288,10,인 더 하이츠 영화 너무 너무 좋았어요
아이윌 송,17573286,10,"요즘처럼 코로나로 지쳐있는 시기에, 자연의 아름다움도 보며 음악으로 치유될 수 있는 힐링영화 입니다.예상외로 함은정씨 연기도 뛰어났고, 김태형씨의 매력에 푹 빠지게 되네요."
인 더 하이츠,17573285,10,유쾌하고 신나는 뮤지컬 영화
인 더 하이츠,17573284,10,큰 기대안하고 봐서 그런가 재미있었습니다ㅎ
미드나이트,17573283,4,배우들은 좋은연기를하지만 영화가 너무 무리수네
인 더 하이츠,17573282,10,진짜 미쳤다. 인생영화 등극!!
인 더 하이츠,17573281,10,신나고 재밌었습니다. 그리고 여주가 너무 예뻐서 감탄하게 되더라구요~~
인 더 하이츠,17573280,10,음악이 시종일관 신나버리네용 ㅋㅋㅋ
인 더 하이츠,17573279,10,"내가 원래 보사노바나 탱고,살사 같은 라틴계통 춤, 음악을 좋아해서 그런지 몰라도 노래도 너무 신나고 좋고 영상미도 청량하고 진짜 잼나는데 평점 왜이래ㅠㅠ라틴 문화나 미국 내 라티노 커뮤니티 혹은 라티노, 랩 음악에 대한 이해나 관심이 아예 없으시다면 재미없을 수도 있음!!!!"
인 더 하이츠,17573278,10,끝까지 집중해서 봤어요 노래가 끝날 때마다 박수 치고 싶었어요ㅎㅎ
인 더 하이츠,17573277,10,이민자들의 삶을 꾸밈없이 담백하게 뮤지컬 보여준 영화
인 더 하이츠,17573276,10,노래도 너무 좋고 또 보고 싶네요.
무서운 집,17573275,10,어떻게 이런 명작이 있을까!
아이윌 송,17573274,8,노래도 좋구 잔잔하니 좋아요~
인 더 하이츠,17573273,10,라틴 버전 라라랜드랄까 ㅋㅋ
인 더 하이츠,17573272,8,노래 왕 좋음 노래 때문이라도 또 보고싶다
인 더 하이츠,17573271,10,시간이 지나는지 모르고 봤다!
크루엘라,17573270,10,달마시안 가죽은 당연히 벗기면 안되지... 모피광 -> 에코퍼로 바꾼 것이 좋았음!
발신제한,17573269,2,돈주고 볼만한 영화가 맞나요
다크 앤드 위키드,17573268,10,제 기준으로는 컨저링보단 괜찮네요
콰이어트 플레이스 2,17573267,10,시간가는줄모르고봤음.
본 아이덴티티,17573266,10,이야 진짜 재밌다 명작이다 2002년도 작품이라는게 믿기지 않을정도. 첩보액션영화의 한 획을 그었다
다크 앤드 위키드,17573265,10,여름엔 역시 스릴러와 호러 영화다. 관람평이 재밌을 것 같아 봤는데?지금까지와는 조금 색다른 공포 영화라고 해야 할까? 피튀기는 잔인한 장면이 없어도 계속해서 긴장의 끈을 놓칠 수가 없다.연인들이 함께 보면 좋을 듯 하다. 예측하면서도 계속 깜짝 깜짝 놀라는 공포. 모든 종류의 공포를 제대로 보여준다. 올 여름의 공포 영화로 강추~~
아들의 이름으로,17573264,1,그놈에 5.18.. 질리지도 않나
미드나이트,17573263,9,여주인공 연기가 좋아요
미드나이트,17573262,10,제2의 추격자라는 말이 괜히 나온게 아니네
대부,17573261,10,제인생 최고의 영화입니다
미드나이트,17573260,10,숨막히는 추격전...
미드나이트,17573259,2,노잼..진심 달리기만 하다가 끝나는영화돈좀쓰지
크롤,17573257,4,속터지는 영화 그 자체다. 괜히 어려운 행동을 계속해서 위험에 빠지네
미드나이트,17573256,10,"연출, 스토리, 배우의 연기 굿"
발신제한,17573255,7,조우진님의 연기가 몰입을 도와줘서 지루한 스토리를 견디게 해줬다. 연출도 몰입에 방해되지 않게 예측가능하게 이어졌다.
새콤달콤,17573254,8,개와 고양이의 사랑하는 방식
파이프라인,17573253,1,이 영화에  칭찬일색에  깜짝놀랫음도굴보다 3수정도 떨어짐물론 사람마다 느끼는 포인트  감정 이 다 다르겠지만연기력? 글쎄  욕만 이빠이나오고 서인국의되도않는  지르기식의 땡깡.  여성분의 어색함그나마 음문석의 어색하지않은 사투리  어리비리한 경찰 이 그나마 위안?그리고 이리갔다저리갔다.@ 스토리전개다행히 집에서 봐서 담배를 피러나갈수가 있어서  다행이었다아 우리 와이프는  참고참다 중간에 청소기 돌리면서 봄..
씬 시티: 다크히어로의 부활,17573251,6,낸시 베인임? 슈슈슉 슉 시
미드나이트,17573250,10,오랜만에 만나는 숨막히는 스릴러 강추입니다!
미드나이트,17573249,2,말도 안되는 스토리. 인생 최악의 영화. 첨으로 리뷰써보게 해줘서 고맙다.
발신제한,17573248,4,우리은행 사태를 다시 재조명할수있게 해준점은 좋으나... 개봉시기를 잘 맞춘듯합니다... 전체적으로 킬링티임용으로 봐야하는 영화입니다
미나리,17573247,8,
미드나이트,17573246,10,끝날 때까지 손에 땀을 쥐게 하는 긴장감 최고
콰이어트 플레이스 2,17573245,10,긴장감 넘치는게 1편도 재밌었지만 2편이 더 재밌네요! 믿고 보는 에밀리 블란트!! 킬리언 머피도!!
인 더 하이츠,17573244,1,하나부터 열까지 쓰레기임.영화보다가 나가고 싶은적 처음임. 앵간하게 구린 영화도 재밌다하면서 다 보고 특히 뮤지컬 영화는 다 재밌다고 하면서 보는데 진짜 이영화는 노래도 개구리고 영상미도 구리고 재미도 없고 스토리도 쓰레기도 주인공도 매력없고 이런 쓰레기 영화는 처음봤음...
미드나이트,17573243,10,굿 최고 스릴러 영화
가타카,17573242,10,우리의 한계는 단순히 유전학적 한계로 정해지지 않는다.
체르노빌 1986,17573241,10,안타까운 사건... 다시는 이와 같은 사건이 일어나질 않길 바라는 마음과 다짐을 되새기기 위해서 꼭 필요한 영화!
미드나이트,17573239,10,몰입도가 짱이라 시간가는줄 모르고 봄
콰이어트 플레이스 2,17573238,8,1편보다 나은 2편에 목록 올릴 수 있을 듯. 게다가 이번엔 애들의 활약이 눈에 띄어서 아버지 사라지고 뭔가 더 심리적으로 확장하는 느낌이랄까. 또 한 번 성장하는 이야기. 좋다!
발신제한,17573237,10,"1시간 반 내내 긴장감이 멤돌고, 조우진이 주연으로 나온 것을 처음 봤는데, 연기력 인정!"
미드나이트,17573236,10,전체적으로 몰입도도 좋았어요~
인 더 하이츠,17573235,7,아이맥스로 봤는데 음악만 들으면 개쩜 ㅋㅋ
미드나이트,17573234,10,스토리가 탄탄하고 배우들의 연기가 돋보였던 스릴러
인비저블 게스트,17573233,7,"잘 만든 영화인 것은 분명하나, 이미 이 영화가 반전 영화라는 걸 안 순간부터 영화의 흥미가 깨져버린 듯한..."
미드나이트,17573232,1,살인자 꿈속을 영화로 만든거같다. 이런 무대뽀 영화를 극장에서 보다니
미드나이트,17573231,10,이런 긴장감 넘치는 추격 스릴러 영화는 오랜만
발신제한,17573229,10,조우진 연기만으로 존재의의를 다한 영화.
터미널,17573228,8,그저 감성에 몸을 맡길 준비가 되어있다면.
미드나이트,17573227,10,스릴있고 흥미진진! 전개가 빨라서 좋았어요!
비와 당신의 이야기,17573226,9,"나는 이 이야기가 좋았다, 내가 좋아하는 감성이다.비와 당신의 이야기. 제목을 성실히 담아낸 영화비가 내릴 때면 가끔 이 영화의 감성이 느껴지기도 한다"
콰이어트 플레이스 2,17573225,4,"원래 이런 영화는 괴물 설정도 중요한데, 총한방, 쇠파이프 한방에 죽는 괴물한테 미군이 몰살 당했다는 거 자체가 문제가 많습니다. 그리고 주인공들이 다 발암 캐릭이네요, 처음과 끝은 좋았는데, 중반 부분도 지루합니다"
미드나이트,17573224,10,진기주 연기력 너무 좋아서 몰입감이 좋았습니다.
안녕! 유에프오,17573223,10,여전히 이은주님의 맑고 선한 얼굴이 가슴 한켠에 너무 크게 맴돈다.
쉘 위 댄스,17573222,8,"무언가 하나라도 순수하게 좋아할 수 있고, 그걸 함으로써 순수하게 행복해지고 내 삶에 활력을 불어넣을 수 있다면, 그것만으로도 인생은 충분히 살만한 가치가 있는 것이라고."
북샵,17573221,10,배우들 연기가 진짜 최고임!!감성 충만해져서 무조건 극장 나옵니다!!
괴기맨숀,17573220,8,최근에 본 우리나라 공포영화 중에 제일 무섭고 쪼는 맛이 강했다. 아 이거 영화 보면서 계속 몸 움츠러들고 뭐가 나올까 아니면 나올 것 같은 분위기가 이어져서 영화 보는 내내 힘들었는데 오히려 그 맛에 공포보는 거지. 간만에 마음에 든 우리나라 공포영화 ㅎㅎ
서스펙트 제로,17573219,8,"투 페이스, 트리니티, 만다린. 연기는 말할 것 없으나 극적인 연출없이 굴러가는 스릴러"
빛나는 순간,17573218,10,감동적으로 잘 봤습니다. 영상이 너무나 아름다웠고 고두심씨 연기력에 감탄하며 봤어요엔딩크래딧 올라가는 마지막까지 일어서지 못하겠더라고요.
어느 가족,17573217,10,
미드나이트,17573216,2,"진기주 배우 보러 갔는데 연출도 너무 형편없고 개연성도 너무 없고 재미도 없어서 시간,돈 낭비 제대로 하고 가네요. 언론플레이로 어설프게 추격자와 비교하던데 추격자 반의반도 못따라오는 영화임.감독 이런  영화 각본쓰고 연출하고 다음 작품 준비 할수 있으려나 모르겠네요.어젯밤엔 평정이 분명히 6점대였는데 오늘은 8점대라는게 그저 신기할뿐임."
발신제한,17573215,10,이 영화는 한 배우의 연기력을 알 수 있는 영화
미드나이트,17573214,10,몰입도지짜장난없음!
마미,17573213,4,요란한데 깊이는 다소...;;;
북샵,17573212,9,잔잔한 영화 좋아하면 딱 일듯 주말에 엄마랑 보기에 괜찮았음
뮬란,17573211,1,원작 파괴범. 누굴 위한 뮬란인지 모르겠음
도망친 여자,17573210,6,남자가 등 돌리고 있는 구조 하나만 눈에 들어오고 나머지는 이해하지 못하겠다. 지독하게 현실적인 촬영이라 내가 촬영기사가 된듯한 느낌마저 든다.
미드나이트,17573209,6,처음부터 끝까지 고구마 5000개먹은 답답한 전개 범인 도망가게하기위해 말도안되게 흘러가서 개답답함! 그나마 견찰들은 사실적으로 잘표현한듯..
서유기 : 모험의 시작,17573208,8,"삼장법사에 초점을 둔 서유기 영화. 주성치 영화 특징은 여자 히로인이 남자주인공을 좋아하지만 결국 죽고, 남자주인공은 슬픔을 평생 간직한채 먼길을 떠난다는것 ㅋㅋ 남자의고독을 보여주는 이 클리셰가 싫지않은 느낌? 여운이 있으니깐"
북샵,17573207,10,올여름 가장 감성적인 영화인것 같아요. 요즘같이 어디가기도 쉽지 시대 조용한 영국 시골마을 보며 힐링되는 느낌이었어요. 여성감독이라그런지 연출도 섬세하고.. 영화 넘 좋았어요
시카다 3301,17573206,10,"시카다 3301 미쳤,,,, 그 큐알이며 실제 테스트 같아서 리얼함 넘쳤음 지니어스 게임 좋아하면 재밌을 듯!"
미드나이트,17573205,2,걍 존.나 답답합니다무슨 방해물도 많고 감동은 쥐뿔도 없고 후반에 나오는 군인들도 싹 다 쓸모없습니다:
배틀로얄 : 매드랜드,17573204,1,배틀로얄 1 생각하고 기대감에 봤는데 완전 ㅆㄹㄱ 영화임전작의 명예를 실추시킨 영화
첨밀밀,17573203,8,근데 저 조폭 좀 괜찮음 엄청 아저씨인데뭔가  여명은 어리고 어리버리 하고 착하지만그래도 이건아님나이가 들면서 누가 더 괜찮냐고 물어보면그시절로 가라고 하면??둘이 아무리 절절했어도 나는 미키마우스가더 생각 날 거 같음
발신제한,17573202,1,이해가안되는 스토리 어이가없네
북샵,17573201,9,왜 이렇게 마음이 아프지ㅠㅠ 마지막에 눈물 나네.. 책이 주는 위대한 힘이 있는 것 같아서 느끼는 점이 많았다. 내면이 단단한 사람은 쉽게 포기 하지 않는다! 플로렌스의 앞날을 응원하고 싶다. 나레이션도 좋았다!
발신제한,17573200,6,아 신파좀 그만 넣어 안질리냐?
미드나이트,17573199,10,실제로 일어날것같아 더 무섭고 슬픈 영화
웬디,17573198,9,바쁜 사회를 살아가다 보게된 작품.동심으로 바라본 세상을 이야기하다살아가는 현재가 가장 젊은 날이고 가장 희망있는 시간이라고 믿어야겠다
루카,17573197,10,
크루엘라,17573196,10,엠마스톤 연기 미쳤어요 크루엘라 그 자체
장난스런 키스,17573195,2,제목이 눈에 익고 무료라 봤다. 내잘못이니 1점은 좀 그렇고 2점
클루리스,17573194,9,여주 옷 너무 잘입는다 진짜ㅜㅠㅠㅠ
시카다 3301,17573193,10,
발신제한,17573192,10,감동도 있고 스릴도 있고잘즐겁게 봤습니다~^^
크루엘라,17573191,10,과해보이지만 그 정도는 해야 크루엘라라고 할 수 있지
발신제한,17573190,6,돈주고 볼만한 영화는 진심 아닙니다지창욱 팬이면 좋아라 보겠지만...극장 말고 나중에 공짜로 보세요킬링 타임용
미드나이트,17573189,3,예고편보고 추격자같은 스릴러인줄 기대하고 보고왔음초반에서 중반까지는 그런대로 재밌게 봤는데 후반갈수록 질질 끌고 무슨 런닝맨 찍는줄 ㅋㅋ빌런이 달리기만 잘하네요 하정우역처럼 사이코패스는 아닌듯기대가 커서그런지 실망이 큰 영화였음여주는 기대가 되네요 충무로 스타가 되시길
크루엘라,17573188,10,정말 재미있게 봤습니다~~ 엠마 스톤 넘넘 예뻐용~~~
킬러의 보디가드 2,17573187,8,시종일관 티키타카하는 킬러와 안식년의 보디가드 그리고 진정한 위너는 사기꾼? 그녀. 구르고 쏘고 박살내고 어디로 튈 지 모르는 그들의 코미디.
괴기맨숀,17573186,1,진짜 최악 중에 최악이다
미드나이트,17573185,2,암걸릴것같음 으으으으악
미드나이트,17573184,2,스토리 만들자고 캐릭터들을 고구마를 넘어서 바보를 만들었네요. 넘 답답해서 첫으로 평 남깁니다
"장화, 홍련",17573183,9,
발신제한,17573182,10,영화를 본 후 리뷰 쓰는건 처음이에요 미쳤어요 영화보고 시간과 돈이 아깝지 않다고 생각한 영화는 정말 드문데 이 영화는 그 드문 영화에 속해요! 추격씬과 스토리 속에 숨겨진 슬프고 현실적인 진실들도재밌고 스릴있게 잘 봤어요! 연출도 연출이지만 배우분들 특히 조우진 배우님 연기가 기억에 남아요:) 스릴있는 추격전과 감동과 찢어지는 애절(처절)함을 느끼고 싶은 분들께 추천해요!! (물론 이 감상평은 제가 느낀 것일 뿐이에요!!)
발신제한,17573181,2,연기는 좋은데… 아 고구마 백만개..
빛나는 순간,17573180,10,재미없을 것 같으면서 꽤나 지루하지않게 보게되네요누군가 좋아지는 감정 그 설레임..저도 설레더군요 두 배우분들 전  오랫만에 보는것같은데 꽤 매력적이였어요 아름다운 풍경도 좋고..  지현우 배우님 피지컬 와우나름 설레는 시간 잘 보내고왔어요아..사랑은 어쩌면 욕심을 부리기보다 버려야하는거란 생각이드네요
미드나이트,17573179,2,이런 거지같은 영화를 만든 제작사나 감독이나 고증도 하지않은 작가나 휴배우들 연기만 다했다
인 더 하이츠,17573178,1,개인적으로 뮤지컬영화 정말 좋아하는데 스토리가 너무 지루함 영화보는내내 언제 끝나나 시계만보다 나왔음
괴기맨숀,17573177,6,연기는 다 좋았던것같고 옴니버스식으로 여러가지 이야기를 다룬것도좋았어요근데크게무섭지는 않아요ㅜ..ㅎ
빛나는 순간,17573176,10,"앞으로도 이따끔씩 꺼내볼 인생의 영화가 되었습니다 보러오길 잘했다는 생각이 들어요 특히 엔딩이 너무 맘에 들었어요 울컥 고두심님의 연기가 모든 설득이고 전부! 어른,해녀,아내부터 종적엔 수줍은 소녀까지 모든걸 담으셨더라구요 다만 영화가 너무 좋았던만큼 홍보 방향이 많이 아쉬워요 큰 나이차의 멜로로 이미지를 씌우기엔 영화 자체가 설득이 잘되어서 오히려 진입장벽을 높힌게 아닌가 싶거든요 소소하게는 제주도의 푸릇함보다 흐릿한 하늘이 많이 나와 살짝 아쉬윘지만 전체적으로 예쁘고 아련하게 잘봤습니다"
미드나이트,17573175,10,와~진짜 스릴러영화 오랜만에 봤는데 진짜 최고네요~다들 연기도 쩔고 결말도 좋고~내가좋아하는 추격자  샤이닝 콰이어트 플레이스 느낌도 좀나고 진짜 잘봤습니다~이거 보고 진기주 팬됬어요~ㅜㅠ
콰이어트 플레이스 2,17573174,10,재미있었어요
승리호,17573172,1,음 .. 좋은배우들 섭외해놓고 스토리가 좀 많이 아쉽네요 ... 시간가는줄 알고 봄 ㅋ
크루엘라,17573171,9,매력덩어리 크루엘라ㅋ 멋있다!!
다크 앤드 위키드,17573170,10,30년만에 진정한 공포영화를 봄.무서움
발신제한,17573169,7,너무좋은 음향과 연기력 그리고 부족한 스토리...
미드나이트,17573168,2,영화보는내내 건강했던 몸이 갑자기 아파오기 시작 했습니다. 더운날에 에어컨 잘나와서 시원했어요.^^
발신제한,17573167,2,초반부는 볼만함 그런데 포위씬 이후로 개연성 개주고 억지신파오짐  무엇보다 개연성 개박은게 너무 화남  미취학아동이 대상이야? 만든 노고가있으니 2점.
사자,17573166,10,어릴때 퇴마록 보던 추억으로 봤어요 하지만 기대이상으로 재밌었어요 2편 나온다면 꼭 보려고요
인 더 하이츠,17573165,4,미지근한 맥주를 마신듯한 애매한 상쾌함
사자,17573164,10,여러번 봤어요. 전 정말 재미있고 의미있게 봤어요.
미드나이트,17573163,2,정신건강에 해롭습니다...다 큰 성인이 경찰에 신고할줄모릅니다
괴기맨숀,17573162,10,오줌 지릴ㄹ뻔해써욨ㅂ
킬러의 보디가드 2,17573160,1,두번째로 중간에 나가고 싶었던 영화..
킬러의 보디가드 2,17573161,2,두번째로 중간에 나가고 싶었던 영화..
콰이어트 플레이스 2,17573159,8,콰이어트 영화에 에밀리 부부 팬이기도 합니다 저도 아이들이 해결하는 장면이 좋았구요 슬픈 bgm나올때마다 리 생각이 ㅠㅠ 다만 마무리가 너무 급하게 끝나는게 아닌가 싶어서 아쉬웠어요.. 3편 꼭 나오길 바랍니다
크루엘라,17573158,10,오랜만의 인생작입니다참고로 저는50대입니다!~~
오두막,17573157,10,볼때마다 다르게다가오네요나의시선이 지금 어디에 있는지를 보여주는 영화입니다.삶의 모든 문제를 한편의 영화로 나타내어 하나님의 선하심이 어디까지인지를 보여줍니다.큰 울림이 있는 영화입니다. 한번만으로는 이해를 못할수도 있을수있습니다. 소장해서 여러번 봐야할것같아요.불과 2주전에 봤을때와 오늘의 감동이 또 다르네요.
다크 앤드 위키드,17573156,6,공포 하나에만 집중한 영화. 그래서 내용은 거의 없지만 음향을 잘 이용해서 소름끼치는 경우가 가끔 있었어요. 더운 여름에 잘 봤습니다. 이런 영화는 무조건 영화관에서 봐야 제대로 느낄 수 있어요.
아이윌 송,17573155,4,단막극보다 떨어지는 퀄리티
순수의 시대,17573154,10,다양한 체위를 배울 수 있어서 좋았습니다. 감사합니다.
월드 인베이젼,17573153,8,그냥 티비 틀어놓다 보게 된영화. 외계인의 공격이 좀 어설프게 느껴졌지만 몰입감있고 끝까지 재미있게 봤네요
체르노빌 1986,17573152,10,희생을 감수하는 모습이 너무 안타깝고 감동적 ㅠㅠ 실화라서 더 와닿았음
미드나이트,17573149,10,은근 숨죽이며 봤어요.나름 잘 만든 영화인듯.주연배우들 연기도 훌륭했음
체르노빌 1986,17573150,10,"내용, 스케일, 감동 장난없다ㅠㅠ 방사능의 위험성에 대해서도 또 한번 짚고 넘어가게됨"
체르노빌 1986,17573148,10,체르노빌의 아픈 실화를 담아내며 당시의 상황을 보다 더욱 몰입해서 바라볼 수 있는 기회였습니다. 이들의 위대한 용기에 박수를 전하고 싶습니다!
체르노빌 1986,17573147,10,엄청난 재난과 진한 드라마 그리고 진정한 용기...재밌습니다
체르노빌 1986,17573145,10,이 모든게 실화라는 것이 알고 있음에도 충격적으로 다가왔다. 특히 엔딩은 아직도 여운이 강하게 남는다.
월드 인베이젼,17573144,10,스토리 라인은 간단하지만 잘 만들면 다르다. 군인되고 싶어지게 만드는 영화.
콰이어트 플레이스 2,17573143,10,생존물 좋아하는 난 꿀잼!!! 탄탄한 악당이 두부가 되는 부분은 조금 유감
미드나이트,17573142,10,
컨저링 3: 악마가 시켰다,17573141,1,걍 노잼이다 보지마라 ㅈㄴ 안무섭다 전개도 뻔하고 이거볼바에 2주 기다렸다가 랑종봐라
인 더 하이츠,17573140,8,잘 봤어요
웬디,17573139,10,"재밌게 봤음. 일단 웬디를 주인공으로 내세운 점, 늙는다는 것에 대한 재정의. 두 가지만으로 성공한 작품이라고 생각."
발신제한,17573138,10,폭탄소재영화를  긴장감있게 잘연출함 조우진연기 진짜 대박임  대단했고 진경도 인상적임 재밌었음
빛나는 순간,17573137,9,"고두심 배우님, 지현우 배우님 연기에 감탄했어요. 스토리, 영상미 좋은 영화. 그리고 제주에 대해 더 궁금해졌습니다."
모아나,17573135,10,모아나 너무 이쁘다. 재밌어요
크루엘라,17573136,10,여자판 조커란 말도 아깝다 독보적이다 그저 '크루엘라'
미드나이트,17573134,1,절대 보지마세요. 경고했습니다. 보다가 중간에 나가고 싶은 욕구 참아가면서 봄
빛나는 순간,17573133,10,이루어질거같은 사랑이야기
발신제한,17573132,2,과도하게 평점이 좋아서 별점 두개 줄려다 하나 준다. 지루하고 뻔한 전개에다가 소리가 시끄러워 잠도 못자는 고통을 준다... 감상포인트가 없어서 연기를 선택했지만 연기도 그닥...
캐시트럭,17573131,10,액션하면 믿고보는 제이슨스타뎀 작품입니다. 예상되는 영화이지만 그래도 기대를 저버리지않았어요. 저는 아주 재밋게 잘 봣습니다.
미쓰 홍당무,17573130,6,ㅋㅋㅋㅋ영화 디게 특이하네ㅋㅋㅋ
크루엘라,17573129,10,여주인공 연기가 쩌네요
인 더 하이츠,17573128,10,너무 좋았어요 힐링영화
인 더 하이츠,17573127,10,OST가 좋았고 뮤지컬 영화 재미있었어요
미드나이트,17573126,1,재미없고 답답하고 뻔하디 뻔한 내용이고 주인공분이 엄마랑 오래살고싶다 죽ㄱㅣ싫다고 하시는데 그부분도 이해안가고 그냥 답답
인 더 하이츠,17573125,10,여름 시원하게 즐기고 왔네요^^
인 더 하이츠,17573124,10,한편의 뮤지컬을 본 기분이라 좋네요~!
미드나이트,17573123,10,끝까지 긴장감있게 봤네요~ 재밌습니다ㅎㅎㅎ
크루엘라,17573122,10,와..미쳤다..이제 크루엘라가 내 최애캐..
크루엘라,17573122,10,와..미쳤다..이제 크루엘라가 내 최애캐..
분노의 질주: 더 얼티메이트,17573121,8,빈디젤 섹시해요 ㅜㅜㅜㅜ 으아아아
아이윌 송,17573120,10,나 자신을 위한 응원의 메세지!! 배우들 연기도 좋았고 배경 마저 감성에 젖게 만들었습니다~
미드나이트,17573119,10,위하준과 진기주의 연기는 정말 최고였습니다.
판도라,17573118,1,문재앙 정권 탈원전 정책을 위한 선동영화
미드나이트,17573117,10,예상외로 너무 감동적이였던 스릴러 영화
다크 앤드 위키드,17573116,10,"오프닝부터 결말까지 뭔가 알수없는 찝찝함의 최절정을 맞본 영화~ 영화 유전, 미드소바의 찝찝함과는 차원이 다른 영화였다. 아주 기분 나쁜 영화~"
더 페이버릿: 여왕의 여자,17573115,8,레이첼와이즈와 올리비아콜먼 연기 좋았고 줄거리자체는 등장인물이 여자인걸 빼면 뻔한 사극 정치물인데도 연출이 현대적이라 고루한 느낌이 없었음
새콤달콤,17573114,6,이경영 역할은 남주가 갈등으로 만들어낸허구의 인물 아니였을까?
미드나이트,17573113,10,재미있고 좋은 영화였습니다. 많은걸 느끼게 해주네요.
미드나이트,17573112,1,"스릴러의 쫄깃함이나 청각 장애인 분들의 답답함은 알겠지만 그것만으로 덮을 수 없는 개연성의 부재 + 전반적으로 너무 답답함, 호연이였으나 빈약한 스토리를 연기로 다 메우기엔 역부족"
빛나는 순간,17573111,10,"제주의 자연과 감성을 듬뿍 담은 영화. 애처롭다... 하지만, 평화롭고 아름답다."
미드나이트,17573110,2,영화 고구마 먹었다가 뭔지 알겠네요 ..경찰은 왜 수색 안해요 ㅠ 범인은 왜 허술해요ㅠ 청각장애 연기가 좋아서 그나마 뭔가 메세지한장받음
빛나는 순간,17573109,10,다큐멘터리 형식의 영화로 제주도로 가고 싶은 생각이 드는 멜로보다는 사람의 상처치유 관점으로 보시면 좋을것 같아요~
콰이어트 플레이스 2,17573108,5,1에 비해서 확실히 긴장감이 많이 떨어져서 조금 아숴웠습니다.
킬러의 보디가드 2,17573107,10,1도 재밌었는데 2도 재밌었어요!
콰이어트 플레이스 2,17573106,2,지루함 자고나옴ㅋㅋ하ㅋㅋ
루카,17573105,10,어른이 봐도 재밌는 스토리전개.마음이 따뜻해져요~
아이윌 송,17573104,10,어느새 꿈 없이 산지 오래됐는데 다시한번 꿈이란 어떤 방식으로든 이룰수 있다는걸 알았어요~잔잔한 감동 좋았습니다~^^
빛나는 순간,17573103,10,제주도를 배경으로 한 자체로도  스크린속 힐링됩니다. 배역에 몰입도도 좋고연기 너무 좋아서 시간가는줄몰랐어요스토리도 잔잔하게 감동 줍니다고두심배우 연기는  배역속인물 그자체로 빛을바라구요 지현우배우는  비주얼 너무좋고 순수한 마음 너무도 잘표현을해주어서 공감갔습니다스토리깊이가 좀더 있었으면 더 많은 감동이 있었을텐데 좀가벼운 전개가  좀아쉬웠습니다그리고 중요한씬은 끝까지 안나오고 잘라버려  감동이 좀 덜오기도했습니다
미드나이트,17573102,10,배우들의 연기력이 돋보이는 영화였고 무엇보다 진기주 배우님이 예쁘셨다
사자,17573101,10,주인공이 너무 쎄다 . 넘사벽
괴기맨숀,17573100,5,"뭐 그냥 반전도 시시하고...귀신 갑자기 튀어나오게해서 놀래켜주는거 뿐이고... 스토리도 없고.. 문화의 날이라 5천원내고봐서 다행이지 , 온돈 다냈으면 짜증났을뻔"
콰이어트 플레이스 2,17573099,10,진짜 존잼이에요!! 존잼
콰이어트 플레이스 2,17573098,8,중간지점에서 조금 지루한 타이밍이 있긴 하지만배우들의 연기와 연출력에 큰 점수를 주고 싶어요!3편이 기대됩니다
나의 특별한 형제,17573097,10,
크루엘라,17573096,8,영상미에서 느껴지는 자본의 맛 .... 짜릿하다!
콰이어트 플레이스 2,17573095,10,훌륭한 후속작이다. 시간가는 줄 모르고 봤다.
미드나이트,17573094,10,무능한 경찰이 최고 빌런....
크루엘라,17573093,8,영국 발음에 홀린다..
케빈에 대하여,17573092,9,무조건적인 사랑은 힘이 있을까
낙원의 밤,17573091,8,총격씬 하나 만큼은 액션감 최고다.
살인의 추억,17573090,9,귀와 입이 있으나 사람의 말에 대답하지 못하는것을 보아 너는 짐승이다
시카다 3301,17573089,10,이거 서프라이즈에서 봤던 건데 영화로 나왔길래 궁금해서 봤다 진짜 있는 실화라는 게 놀라움ㅋㅋ 반전에 반전 거듭해서 빠져드는 영화!!
아이윌 송,17573088,10,잔잔하면서 따뜻함이 있는 울림있는 영화에요.영화가 예쁘네요~♡
두근두근 내 인생,17573087,10,
미드나이트,17573086,3,처음에 기대감. 갈수록 답답함의 극치를 이루는 금년 최악의 영화.연출도 사이코패스의 인위적 창작
체르노빌 1986,17573085,10,굿굿굿   감동적이에여. 너무 좋았어요
발신제한,17573084,8,조우진연기 보러갔는데 잘함
